순위,도서번호,도서명,링크,저자,출판사,출판일,판매가,정가,할인율,판매지수
146,102819435,가상 면접 사례로 배우는 대규모 시스템 설계 기초,https://www.yes24.com/product/goods/102819435,알렉스 쉬 저/이병준 역,인사이트(insight),2021년 07월,"21,600","24,000",10%,"6,090"
147,99359735,소프트웨어 테스트 전문가(CSTS) 가이드,https://www.yes24.com/product/goods/99359735,한국정보통신기술협회(TTA),홍릉,2021년 04월,"31,350","33,000",5%,"6,681"
148,59566585,데이터 중심 애플리케이션 설계,https://www.yes24.com/product/goods/59566585,"마틴 클레프만 저/정재부, 김영준, 이도경 역",위키북스,2018년 04월,"32,400","36,000",10%,"3,846"
149,8921236,미래를 바꾼 아홉 가지 알고리즘,https://www.yes24.com/product/goods/8921236,존 맥코믹 저 / 민병교 역,에이콘출판사,2013년 05월,"16,920","18,800",10%,"3,558"
150,192277220,바이브 엔지니어링,https://www.yes24.com/product/goods/192277220,제이 킴,길벗,2026년 06월,"21,600","24,000",10%,906
151,191506324,AI 에이전트 실행 세계 1 : 원리편,https://www.yes24.com/product/goods/191506324,조쉬,로드북,2026년 06월,"27,000","30,000",10%,"2,184"
152,190419762,생존을 위한 최소한의 AI 교양,https://www.yes24.com/product/goods/190419762,조남호,골든래빗,2026년 06월,"22,500","25,000",10%,"3,990"
153,193391571,코딩 몰라도 시작하는 바이브 코딩,https://www.yes24.com/product/goods/193391571,박인찬,혜지원,2026년 07월,"18,000","20,000",10%,300
154,193184112,교사의 시간 AI로 다시 쓰다,https://www.yes24.com/product/goods/193184112,"황영준, 박성완, 양기송",에듀윌,2026년 07월,"12,600","14,000",10%,570
155,192666096,브랜드가 된 디자이너,https://www.yes24.com/product/goods/192666096,노선선,시프트,2026년 07월,"18,900","21,000",10%,657
156,191855007,스토리 창작자를 위한 AI 활용 가이드,https://www.yes24.com/product/goods/191855007,"야마카와 겐이치, 이마이 아키히코, 아시자와 가모메 저/송경원 역",요다,2026년 06월,"16,200","18,000",10%,972
157,191321747,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 제미나이,https://www.yes24.com/product/goods/191321747,"김태훈, 손민지, 김한나",한빛미디어,2026년 06월,"19,800","22,000",10%,"1,782"
158,189445450,AI 대세전환 안티그래비티 × 바이브 코딩 압도적 업무 역량,https://www.yes24.com/product/goods/189445450,"정용범, 손상우, 박성환",프리렉,2026년 05월,"27,000","30,000",10%,"1,146"
159,187954810,"누구나 코딩하는 시대, 1일 10분 바이브 코딩",https://www.yes24.com/product/goods/187954810,김영욱,한빛미디어,2026년 04월,"19,800","22,000",10%,"2,004"
160,185166276,이게 되네? 오픈클로 미친 활용법 50제,https://www.yes24.com/product/goods/185166276,한준구,골든래빗,2026년 05월,"21,600","24,000",10%,"7,608"
161,184570770,인스타그램 릴스 & 알고리즘 공략법 : 100만 조회수 만들기,https://www.yes24.com/product/goods/184570770,서진원,이은북,2026년 04월,"16,020","17,800",10%,"2,094"
162,184269953,수업과 업무에 바로 적용하는 생성형 AI 활용 58제,https://www.yes24.com/product/goods/184269953,임세범,앤써북,2026년 04월,"16,920","18,800",10%,"3,357"
163,183530330,바로바로 바이브 코딩 with 커서 AI,https://www.yes24.com/product/goods/183530330,박현규,골든래빗,2026년 04월,"27,000","30,000",10%,"3,414"
164,182134623,옵시디언 프로페셔널 노트,https://www.yes24.com/product/goods/182134623,구요한,리코멘드,2026년 03월,"22,500","25,000",10%,"5,766"
165,179694520,맛있는 디자인 피그마 with AI,https://www.yes24.com/product/goods/179694520,이영주,한빛미디어,2026년 02월,"25,200","28,000",10%,"2,412"
166,176919464,된다! 피그마 디자인 10분 레시피,https://www.yes24.com/product/goods/176919464,"하이서, 김대일, 김시원, 최유빈",이지스퍼블리싱,2026년 02월,"25,200","28,000",10%,"3,378"
167,174048990,"광고, UX/UI, 브랜딩에 바로 쓰는 디자인 심리 108",https://www.yes24.com/product/goods/174048990,321web(미쓰이 마사유키) 저/김현미 역,시프트,2026년 01월,"16,200","18,000",10%,"4,395"
168,168654454,컴퓨팅 사고와 정보과학 : 2025년도 기출문제집(중·고등학생용),https://www.yes24.com/product/goods/168654454,한국비버챌린지 (Bebras Korea),생능출판사,2025년 12월,"13,500","15,000",10%,"2,052"
169,161420414,스케치업&엔스케이프 트레이닝 북,https://www.yes24.com/product/goods/161420414,강석창,한빛미디어,2025년 10월,"28,800","32,000",10%,"2,106"
170,152553545,된다! 미리캔버스&캔바 디자인 수업,https://www.yes24.com/product/goods/152553545,방구석 다람쥐(배가을),이지스퍼블리싱,2025년 09월,"21,600","24,000",10%,"8,328"
171,151850127,요즘 바이브 코딩 클로드 코드 완벽 가이드,https://www.yes24.com/product/goods/151850127,최지호,골든래빗,2025년 09월,"21,600","24,000",10%,"28,542"
172,151350143,요즘 교사를 위한 AI 디지털 수업 설계 가이드 with 2022 개정 교육과정,https://www.yes24.com/product/goods/151350143,"김진관, 김상섭, 이대형, 이상선, 윤신영",한빛미디어,2025년 08월,"19,800","22,000",10%,"10,374"
173,146705191,UX/UI 디자이너를 위한 실무 피그마,https://www.yes24.com/product/goods/146705191,클레어 정,한빛미디어,2025년 05월,"25,200","28,000",10%,"2,778"
174,135760031,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 캔바 Canva,https://www.yes24.com/product/goods/135760031,"김태훈, 김한나, 김예슬, 손민지, 유수근",한빛미디어,2024년 10월,"20,700","23,000",10%,"14,835"
175,133337416,20가지 템플릿으로 배우는 노션 Notion,https://www.yes24.com/product/goods/133337416,전시진,시프트,2024년 10월,"18,000","20,000",10%,"3,450"
176,126305083,게임 기획의 정석,https://www.yes24.com/product/goods/126305083,타이난 실베스터 저/오영욱 역,스타비즈,2024년 04월,"27,000","30,000",10%,"2,304"
177,125677017,이것이 자바다,https://www.yes24.com/product/goods/125677017,"신용권, 임경균",한빛미디어,2024년 04월,"34,200","38,000",10%,"3,492"
178,124821050,혼자 공부하는 자바,https://www.yes24.com/product/goods/124821050,신용권,한빛미디어,2024년 02월,"25,200","28,000",10%,"3,252"
179,124110681,CODE,https://www.yes24.com/product/goods/124110681,찰스 펫졸드 저/김현규 역,인사이트(insight),2023년 12월,"31,500","35,000",10%,"2,958"
180,117373102,코딩 자율학습 나도코딩의 파이썬 입문,https://www.yes24.com/product/goods/117373102,나도코딩,길벗,2023년 02월,"21,600","24,000",10%,"8,967"
181,116962528,세계관을 창조하는 판타지 배색 아이디어 사전,https://www.yes24.com/product/goods/116962528,사쿠라이 테루코 저/하시 카츠카메 그림/허영은 역,한스미디어,2023년 01월,"5,625","6,250",10%,"1,128"
182,91165789,비전공자를 위한 이해할 수 있는 IT 지식,https://www.yes24.com/product/goods/91165789,최원영,티더블유아이지,2020년 07월,"15,120","16,800",10%,"5,316"
183,37335066,라프 코스터의 재미이론 10주년 개정판,https://www.yes24.com/product/goods/37335066,"라프 코스터 저/유창석, 전유택 역",길벗,2017년 03월,"19,800","22,000",10%,"4,113"
184,35094862,Do it! C 언어 입문,https://www.yes24.com/product/goods/35094862,김성엽,이지스퍼블리싱,2017년 01월,"22,500","25,000",10%,"1,938"
185,190272428,라즈베리파이 5로 배우는 AI 인공지능 자율주행 자동차 만들기 + 데이터 수집 · 학습 + 딥러닝,https://www.yes24.com/product/goods/190272428,장문철,앤써북,2026년 06월,"21,960","24,400",10%,600
186,193583379,초간단 캡컷 AI 영상 편집,https://www.yes24.com/product/goods/193583379,이용태,책바세,2026년 08월,"19,800","22,000",10%,240
187,193058538,심플 디자인,https://www.yes24.com/product/goods/193058538,박영록,위키북스,2026년 07월,"16,200","18,000",10%,366
188,192326062,한눈에 보는 대한민국 코스피,https://www.yes24.com/product/goods/192326062,MrTrigger,한빛미디어,2026년 06월,"23,400","26,000",10%,"1,038"
189,192285191,혼자 완성하는 Java 풀코스,https://www.yes24.com/product/goods/192285191,심상원,아이콕스(iCox),2026년 07월,"30,600","34,000",10%,342
190,192155530,다름을 연결하는 교실 설계자가 되기 위한 필수 실천서! AI 에듀테크로 다문화 수업 쉽게 설계하기!,https://www.yes24.com/product/goods/192155530,"유영미, 유예찬, 이근경, 이효진, 정홍교 저 외 10명
                                        
정보 더 보기/감추기



유영미
유예찬
이근경
이효진
정홍교
박천용
김승환
송지영
김민주
양은숙
손지후
강동호
김가람
오지현
오가람",광문각출판미디어,2026년 06월,"20,000","20,000",,"3,000"
191,192026072,셀프프롬프트,https://www.yes24.com/product/goods/192026072,전행진,퍼블리터,2026년 06월,"16,650","18,500",10%,"1,317"
192,190216116,"캔바로 만든 디자인, 돈이 됩니다",https://www.yes24.com/product/goods/190216116,리몬(안형선),길벗,2026년 06월,"19,800","22,000",10%,"3,012"
193,189854100,AI가 다 하고 내가 돈 버는 앱 만들기,https://www.yes24.com/product/goods/189854100,서희찬,길벗,2026년 05월,"25,200","28,000",10%,"1,812"
194,189749546,AI 게임 개발 시작,https://www.yes24.com/product/goods/189749546,김정태,홍릉,2026년 05월,"25,000","25,000",,948
195,189628201,AI 바이브 코딩 마스터,https://www.yes24.com/product/goods/189628201,"정의석, 정윤식",영진닷컴,2026년 05월,"32,400","36,000",10%,624
196,189037004,클로드 디자인 시작하기,https://www.yes24.com/product/goods/189037004,조남경,비엘북스,2026년 05월,"22,500","25,000",10%,"3,408"
197,188108093,맛있는 디자인 포토샵 CC 2026,https://www.yes24.com/product/goods/188108093,윤이사라,한빛미디어,2026년 04월,"23,400","26,000",10%,"2,583"
198,188012932,된다! 하루 만에 준비하는 캔바 AI 수업 활용법 with 2022 개정 교육과정,https://www.yes24.com/product/goods/188012932,"정인걸, 김경수",이지스퍼블리싱,2026년 05월,"21,600","24,000",10%,"1,233"
199,187519430,에이전트 시대의 AI 시스템 설계,https://www.yes24.com/product/goods/187519430,"발리아파 락슈마난, 하네스 막스 하프케 저/류광 역",한빛미디어,2026년 04월,"37,800","42,000",10%,"2,349"
200,187222189,하이러닝으로 끝내는 AI 디지털 수업 50제,https://www.yes24.com/product/goods/187222189,"유지현, 조윤호, 고윤경, 진연자, 곽지현 저 외 7명
                                        
정보 더 보기/감추기



유지현
조윤호
고윤경
진연자
곽지현
최혜진
최정은
조희정
조연영
이성찬
허윤영
정승연",한빛미디어,2026년 04월,"21,600","24,000",10%,"2,679"
201,186939301,바이브 코딩 with 구글 안티그래비티,https://www.yes24.com/product/goods/186939301,노성환,영진닷컴,2026년 04월,"16,200","18,000",10%,960
202,186663875,그림으로 배우는 생성형 AI,https://www.yes24.com/product/goods/186663875,"프리양카 베르가디아, 발리아파 락슈마난 저/류광 역",한빛미디어,2026년 04월,"29,700","33,000",10%,"1,470"
203,182628538,새나곰의 똥손도 바로 시작하는 인스타툰 그리기 with 클립 스튜디오,https://www.yes24.com/product/goods/182628538,새나곰(정은아),한빛미디어,2026년 03월,"20,700","23,000",10%,"1,914"
204,180209658,캔바 AI,https://www.yes24.com/product/goods/180209658,"신승희, 앤미디어",생능북스,2026년 03월,"21,600","24,000",10%,"3,387"
205,179710994,엑셀 대신 챗GPT,https://www.yes24.com/product/goods/179710994,오종현,한빛미디어,2026년 03월,"19,800","22,000",10%,"1,146"
206,174658020,요즘 바이브 코딩 안티그래비티 완벽 가이드,https://www.yes24.com/product/goods/174658020,최지호,골든래빗,2026년 02월,"25,200","28,000",10%,"17,922"
207,173657299,초등학생을 위한 AI 미래 지식 74,https://www.yes24.com/product/goods/173657299,김영현 글/최정을 그림,길벗스쿨,2026년 01월,"15,300","17,000",10%,"2,289"
208,168840773,수노로 시작하는 AI 작곡,https://www.yes24.com/product/goods/168840773,"강성우, 한나래",제이펍,2025년 12월,"18,000","20,000",10%,"4,542"
209,168561327,"어쨌든, 바이브 코딩",https://www.yes24.com/product/goods/168561327,코다프레스 저/양희은 역,인사이트(insight),2025년 12월,"19,800","22,000",10%,"3,846"
210,167431026,소프트웨어 아키텍처 The Basics,https://www.yes24.com/product/goods/167431026,"마크 리처즈, 닐 포드 저/류광, 307번역랩 역",한빛미디어,2025년 11월,"38,700","43,000",10%,"2,028"
211,167428992,요즘 바이브 코딩 깃허브 코파일럿 31가지 프로그램 만들기,https://www.yes24.com/product/goods/167428992,박현규,골든래빗,2025년 12월,"21,600","24,000",10%,"2,817"
212,167144757,연필과 종이로 풀어보는 AI 딥러닝 수학 워크북 214제,https://www.yes24.com/product/goods/167144757,톰 예,아티오,2025년 12월,"17,100","19,000",10%,"1,512"
213,166665802,그림으로 이해하는 도커와 쿠버네티스,https://www.yes24.com/product/goods/166665802,토쿠나가 코헤이 저/서수환 역,길벗,2025년 11월,"19,800","22,000",10%,"3,282"
214,163495217,학교 업무가 쉬워지는 구글 스프레드시트 실전 가이드북,https://www.yes24.com/product/goods/163495217,"김동호, 민동수, 박준택, 오보람, 윤수진 저 외 1명
                                        
정보 더 보기/감추기



김동호
민동수
박준택
오보람
윤수진
나혜진",씨마스21,2026년 01월,"19,800","22,000",10%,"7,176"
215,160217631,써니쌤과 함께 처음 시작하는 SNS 디자인 캔바,https://www.yes24.com/product/goods/160217631,써니쌤 강성은,시원북스,2025년 10월,"17,820","19,800",10%,"9,282"
216,153913285,"챗GPT는 거들 뿐, 생기부는 내가 쓴다",https://www.yes24.com/product/goods/153913285,"장승아, 조원정",위키북스,2025년 09월,"14,400","16,000",10%,"2,556"
217,152399336,기술·가정 교사가 만든 기술·가정 교사를 위한 찐 실전 챗GPT (생성형 AI (에듀테크) 기술·가정 수업 활용하기!),https://www.yes24.com/product/goods/152399336,"봉우리, 이호준, 윤지원, 김보정",광문각출판미디어,2025년 08월,"17,000","17,000",,"2,877"
218,148082413,나는 CODAP으로 데이터 분석한다,https://www.yes24.com/product/goods/148082413,"최정원, 류현욱, 박근영, 박예람, 유동호 저 외 6명
                                        
정보 더 보기/감추기



최정원
류현욱
박근영
박예람
유동호
유하연
이완범
이원경
이지현
최희진
허영주",씨마스,2025년 06월,"22,500","25,000",10%,"4,332"
